rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
30	1	1	1	0.8266135887751203	-3.9637264864964816	0.9999999999999999	84.9913645102587	C21H42O4	[M + H]+	VBICKXHEKHSIBG	InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3	Sandin EU	CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	6.46426201	24699;15560610;15560611;71752241;71752242;88344442	HMDB:(11131);PubChem class - food;SuperNatural:(SN00261633 SN00355359);ZINC bio:(ZINC08214395 ZINC32839026);additional;MeSH:(24699);Plantcyc:(CPD-16717);PubMed;NORMAN:(NS00006688);COCONUT:(CNP0209220);KNApSAcK:(30409);Natural Products:(UNPD144227 UNPD118569);PubChem:(24699 15560610 15560611 71752241 71752242 88344442);YMDB Mine;CHEBI:(75553 75557 75555 75550);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15693 CPD3IU-1679 CPD3IU-24 CPD3IU-17 CPD3IU-10 CPD3IU-481 CPD-10575 CPD-16717 CPD3IU-818 CPD3IU-333 CPD3IU-331 CPD3IU-14 CPD3IU-1582 2-AMINO-3-CARBOXYMUCONATE_SEMIALDEHYDE CPD-8119 CPD3IU-192 CPD3IU-329 CPD3IU-478 A-3-OXO-ACYL-COA CPD3IU-11 CPD3IU-56 CPD3IU-21 CPD-11657 CPD3IU-22 CPD3IU-18 CPD3IU-7 CPD3IU-13 CPD3IU-189 CPD3IU-2244 CPD3IU-34 CPD-12200 CPD3IU-3 CPD3IU-484 LACTOSE CPD3IU-12 CPD3IU-1605 CPD3IU-482 CPD3IU-23 CPD3IU-26 D-GALACTOSAMINE-6-PHOSPHATE CPD3IU-20 CPD3IU-4 CPD0-2224 CPD3IU-142 CPD3IU-251 CPD3IU-15 CPD3IU-16 CPD3IU-6 CPD3IU-0 CPD3IU-64 2-DEOXYRIBOSE CPD3IU-25 CPD3IU-300 572428-ERGOSTATRIENOL CPD3IU-1524 3-DEHYDRO-ALPHA-GLUCOSE);KEGG Mine	60351768702	359.3156	1488.113	938_6_Brassimet_Leaves_PAXs_26_Pos_50
31	1	1	2	0.822432614531148	-102.83245059889201	0.7477386934673368	29.257477099910606	C13H10O7	[M + H]+	MCBFLVFDYGYGDF	InChI=1S/C13H10O7/c14-9-3-1-8(2-4-11(15)16)7-10(9)20-13(19)6-5-12(17)18/h1-7,14H,(H,15,16)(H,17,18)	null	C1=CC(=C(C=C1C=CC(=O)O)OC(=O)C=CC(=O)O)O	1.22249591	""	COCONUT:(CNP0340166);Natural Products:(UNPD11440)	2129920	279.0498	245.497	500_6_Brassimet_Leaves_PAXs_18_Pos_1382
32	1	1	1	0.8185018662671296	-103.73024540574522	0.9984924623115577	63.36989133440555	C22H22N4O3	[M + H]+	NQIHMZLGCZNZBN	InChI=1S/C22H22N4O3/c23-17(9-13-11-24-18-7-3-1-5-15(13)18)21(27)26-20(22(28)29)10-14-12-25-19-8-4-2-6-16(14)19/h1-8,11-12,17,20,24-25H,9-10,23H2,(H,26,27)(H,28,29)	tryptophyltryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)O)N	2.10289574	88656;318292;6426944;6992194;23243763;68612524;67885728;71401543;101361981	HMDB:(29094);ZINC bio:(ZINC01557161);additional;MeSH:(88656 318292 6426944);PubMed;COCONUT:(CNP0235419);PubChem:(88656 318292 6426944 6992194 23243763 68612524 67885728 71401543 101361981);CHEBI:(74876);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676466798	391.1761	572.908	2594_6_Brassimet_Leaves_PAXs_8_Pos_3420
33	1	1	1	0.8176434873871721	-9.68899463183042	0.0	30.172684296246345	C14H17N5O8	[M + H]+	VKGZCEJTCKHMRL	InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)	Succinoadenosine	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)NC(CC(=O)O)C(=O)O	-2.36717415	165243;14803430;20849084;20849085;20849086;71752227;90141696;90143473;101544912;121370762;126969142;131706424	HMDB:(912);SuperNatural:(SN00263541 SN00293904);ZINC bio:(ZINC12494556);MeSH:(165243 20849086 126969142);PubMed;COCONUT:(CNP0105148);Natural Products:(UNPD4525 UNPD94621);PubChem:(165243 14803430 20849084 20849085 20849086 71752227 90141696 90143473 101544912 121370762 126969142 131706424);YMDB Mine;CHEBI:(71169);PubChem class - bio and metabolites;EcoCyc Mine;KEGG Mine	60149506158	384.1149	118.225	1522_6_Brassimet_Leaves_PAXs_37_Pos_1636
34	1	1	2	0.8135467325831907	-217.18798183787223	0.3597989949748744	25.336686087235805	C32H36O18	[M + Na]+	KQVNSJABRWXFHQ	InChI=1S/C32H36O18/c33-13-3-1-11(5-15(13)35)21-22(12-2-4-14(34)16(36)6-12)24(28(42)50-20-10-32(48,30(45)46)8-18(38)26(20)40)23(21)27(41)49-19-9-31(47,29(43)44)7-17(37)25(19)39/h1-6,17-26,33-40,47-48H,7-10H2,(H,43,44)(H,45,46)	null	C1C(C(C(CC1(C(=O)O)O)OC(=O)C2C(C(C2C(=O)OC3CC(CC(C3O)O)(C(=O)O)O)C4=CC(=C(C=C4)O)O)C5=CC(=C(C=C5)O)O)O)O	-2.0	132934567	MeSH:(132934567);PubChem:(132934567);PubMed	70	731.1794	161.303	1297_6_Brassimet_Leaves_PAXs_32_Pos_612
35	1	1	1	0.8071352994924541	-19.744732090620488	0.9999999999999999	40.32779577626363	C11H13NO3	[M - H]-	CBQJSKKFNMDLON	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)	Afalanina	CC(=O)NC(CC1=CC=CC=C1)C(=O)O	1.07665002	2000;74839;101184;3583502;6928499;6928500;9990691;11117289;11820424;10353033;10398191;18603700;25240402;25240583;25240916;25241362;49791919;49791920;49791921;49791922;101208073;101224435;101224436;101224437;101224438;100958377;100958378	HMDB:(512);SuperNatural:(SN00215784 SN00001115 SN00267742 SN00001114 SN00268315);ZINC bio:(ZINC00135391 ZINC00135392 ZINC70647120);additional;MeSH:(2000 74839);PubMed;NORMAN:(NS00014789);COCONUT:(CNP0244085 CNP0317748);Natural Products:(UNPD32098 UNPD52038);PubChem:(2000 74839 101184 3583502 6928499 6928500 9990691 11117289 11820424 10353033 10398191 18603700 25240402 25240583 25240916 25241362 49791919 49791920 49791921 49791922 101208073 101224435 101224436 101224437 101224438 100958377 100958378);CHEBI:(21626 143878 57702 28203 16259);PubChem class - bio and metabolites;KEGG:(C03519 C05620);YMDB:(860);Training Set;Biocyc:(CPD-439)	20834670	206.0824	264.536	2_6_Brassimet_Leaves_PAXs_0_Neg_1002
36	1	1	1	0.7928028720465059	-2.4823465610565316	0.0	44.49707390344815	C12H26O7	[M + H3N + H]+	IIRDTKBZINWQAW	InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2	Hexagol	C(COCCOCCOCCOCCOCCO)O	-1.89999998	17472	HMDB:(61822);PubChem class - food;Maconda:(CON00073);additional;MeSH:(17472);PubMed;NORMAN:(NS00001003);COCONUT:(CNP0147909);PubChem:(17472);CHEBI:(49793);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8810939502	300.2017	205.856	1868_6_Brassimet_Leaves_PAXs_43_Pos_2366
37	1	1	1	0.7914934892618354	-324.3701955705177	0.0	45.895343550478174	C11H18N2O5	[M + Na]+	VMFRAEJIZGHFMQ	InChI=1S/C11H18N2O5/c1-3-6(2)9(11(17)18)13-8(14)5-4-7(12)10(15)16/h7,9H,2-5,12H2,1H3,(H,13,14)(H,15,16)(H,17,18)	null	CCC(=C)C(C(=O)O)NC(=O)CCC(C(=O)O)N	-0.652394593	""	COCONUT:(CNP0185135);Natural Products:(UNPD148151);SuperNatural:(SN00287066)	3178496	281.1087	163.399	370_6_Brassimet_Leaves_PAXs_15_Pos_3965
38	1	1	1	0.7892512660959209	-5.356531487560965	0.31859296482412064	10.601030904175332	C11H15N5O3S	[M + H]+	WUUGFSXJNOTRMR	InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)	Vitamin L2	CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	-0.807151794	149;99302;688097;439176;453683;13101165;13101166;15939259;25322898;46874793;57104771;59099797;58682801;58108938;91614589;98100246;124300729;124300795;134694842;138107656	HMDB:(1173);SuperNatural:(SN00036172 SN00036174 SN00322908 SN00036175 SN00036173 SN00008121);ZINC bio:(ZINC03869319 ZINC03869320 ZINC03869321 ZINC03869322 ZINC04228245);additional;MeSH:(149 99302 439176 453683);Plantcyc:(5-METHYLTHIOADENOSINE CPD4FS-4 CPDQT-42);PubMed;NORMAN:(NS00014568);COCONUT:(CNP0141020);Natural Products:(UNPD27064 UNPD190794);PubChem:(149 99302 688097 439176 453683 13101165 13101166 15939259 25322898 46874793 57104771 59099797 58682801 58108938 91614589 98100246 124300729 124300795 134694842 138107656);CHEBI:(17509);PubChem class - bio and metabolites;KEGG:(C00170);PubChem class - safety and toxic;YMDB:(178);Training Set;PubChem class - drug;Biocyc:(5-METHYLTHIOADENOSINE CPD-18501)	121629038	298.0969	164.842	407_6_Brassimet_Leaves_PAXs_16_Pos_405
39	1	1	1	0.7858185077065174	-22.61495631834606	0.9999999999999999	22.66804581376183	C7H13NOS	[M + H]+	APPYODZCSQLIJT	InChI=1S/C7H13NOS/c1-10(9)7-5-3-2-4-6-8/h2-5,7H2,1H3	null	CS(=O)CCCCCC#N	0.100000001	85993299;100070539;100070543	COCONUT:(CNP0166647);Natural Products:(UNPD204340);Training Set;PubChem:(85993299 100070539 100070543)	2146306	160.0781	152.774	1539_6_Brassimet_Leaves_PAXs_37_Pos_1680
40	1	1	1	0.7829740379590978	-3.2972145929047536	0.9999999999999999	51.78505384689008	C10H22O6	[M + H]+	JLFNLZLINWHATN	InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2	Pentaglycol	C(COCCOCCOCCOCCO)O	-1.70000005	62551;58325915	NORMAN:(NS00001002);PubChem:(62551 58325915);CHEBI:(39631);Maconda:(CON00072);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;Biocyc:(CPD-20410);KEGG Mine	8674610274	239.1489	176.678	2161_6_Brassimet_Leaves_PAXs_49_Pos_282
41	1	1	1	0.7806178613517173	-65.1761630976716	0.9999999999999999	97.89862938983057	C22H34O10	[M + H]+	IXYCPAHOLNUOGS	InChI=1S/C22H34O10/c1-11-7-13(23)9-22(3,4)14(11)6-5-12(2)31-21-20(29)19(28)18(27)15(32-21)10-30-17(26)8-16(24)25/h7,12,14-15,18-21,27-29H,5-6,8-10H2,1-4H3,(H,24,25)	null	CC1=CC(=O)CC(C1CCC(C)OC2C(C(C(C(O2)COC(=O)CC(=O)O)O)O)O)(C)C	0.0	101862455	COCONUT:(CNP0294668);Natural Products:(UNPD177821);PubChem:(101862455);SuperNatural:(SN00359477)	3178498	459.2209	409.395	1597_6_Brassimet_Leaves_PAXs_38_Pos_1869
42	1	1	1	0.7795209479101713	-115.10873412412109	0.9999999999999999	122.56509194105645	C12H12N2O4	[M + H]+	LFUCRBSGQMAKCO	InChI=1S/C12H12N2O4/c15-8-1-2-10-9(4-8)7(5-13-10)3-11(16)14-6-12(17)18/h1-2,4-5,13,15H,3,6H2,(H,14,16)(H,17,18)	5-Hydroxyindoleacetylglycine	C1=CC2=C(C=C1O)C(=CN2)CC(=O)NCC(=O)O	0.5	440806	COCONUT:(CNP0002337);HMDB:(4185);PubChem:(440806);ZINC bio:(ZINC00895903);PubChem class - bio and metabolites;KEGG:(C05832)	18882826	249.0867	197.497	2287_6_Brassimet_Leaves_PAXs_50_Pos_3047
43	3	1	1	0.7690687386983908	-178.5809863228447	0.9934673366834172	31.875736830978386	C32H36O18	[M - H]-	KQVNSJABRWXFHQ	InChI=1S/C32H36O18/c33-13-3-1-11(5-15(13)35)21-22(12-2-4-14(34)16(36)6-12)24(28(42)50-20-10-32(48,30(45)46)8-18(38)26(20)40)23(21)27(41)49-19-9-31(47,29(43)44)7-17(37)25(19)39/h1-6,17-26,33-40,47-48H,7-10H2,(H,43,44)(H,45,46)	null	C1C(C(C(CC1(C(=O)O)O)OC(=O)C2C(C(C2C(=O)OC3CC(CC(C3O)O)(C(=O)O)O)C4=CC(=C(C=C4)O)O)C5=CC(=C(C=C5)O)O)O)O	-2.0	132934567	MeSH:(132934567);PubChem:(132934567);PubMed	70	707.1835	161.175	610_6_Brassimet_Leaves_PAXs_2_Neg_372
44	1	1	1	0.7668825712119431	-35.53554692325763	0.870854271356784	56.758113887952426	C12H13NO5	[M + H]+	SVFKZPQPMMZHLZ	InChI=1S/C12H13NO5/c14-10(6-8-4-2-1-3-5-8)13-9(12(17)18)7-11(15)16/h1-5,9H,6-7H2,(H,13,14)(H,15,16)(H,17,18)	Oprea1_559484	C1=CC=C(C=C1)CC(=O)NC(CC(=O)O)C(=O)O	0.300000012	562665;13958181;73903885	COCONUT:(CNP0003661);HMDB:(29355);PubChem:(562665 13958181 73903885);ZINC bio:(ZINC13373496 ZINC13373497);PubChem class - bio and metabolites;PubMed	18882634	252.0876	241.071	2264_6_Brassimet_Leaves_PAXs_50_Pos_3023
45	2	1	2	0.7656401791936949	-115.17807288637287	0.9999999999999999	48.73889328712811	C15H21NO8	[M + H]+	JZAFZYMRELRTKL	InChI=1S/C15H21NO8/c16-9(14(21)22)5-7-1-3-8(4-2-7)23-15-13(20)12(19)11(18)10(6-17)24-15/h1-4,9-13,15,17-20H,5-6,16H2,(H,21,22)	Tyrosine glucoside	C1=CC(=CC=C1CC(C(=O)O)N)OC2C(C(C(C(O2)CO)O)O)O	-1.51647365	193760;44421835;44421836;44421842;44421843;44421844;44421849;53463618;101675814;138964288	COCONUT:(CNP0332753);Natural Products:(UNPD144912);PubChem:(193760 44421835 44421836 44421842 44421843 44421844 44421849 53463618 101675814 138964288);SuperNatural:(SN00366634);MeSH:(193760);PubMed	3178566	344.1342	210.212	427_6_Brassimet_Leaves_PAXs_16_Pos_4070
46	2	1	3	0.7593361196925648	-42.23999419764342	0.14673366834170856	89.17975067396918	C10H15N6O6P	[M + H]+	LDEMREUBLBGZBO	InChI=1S/C10H15N6O6P/c11-8-5-9(14-2-13-8)16(3-15-5)10-7(18)6(17)4(22-10)1-21-23(12,19)20/h2-4,6-7,10,17-18H,1H2,(H2,11,13,14)(H3,12,19,20)	AMP-Amidate	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(N)O)O)O)N	-2.70625973	440142;3465607;3465608;23615303	COCONUT:(CNP0082929);PubChem:(440142 3465607 3465608 23615303);CHEBI:(57890 16771);ZINC bio:(ZINC04096224 ZINC04513814 ZINC04513817 ZINC04513820 ZINC04513824 ZINC13543487);PubChem class - bio and metabolites;MeSH:(440142);KEGG:(C03851);Plantcyc:(CPD-487);PubMed;Biocyc:(CPD-487)	19016038	347.0861	124.376	1179_6_Brassimet_Leaves_PAXs_30_Pos_5688
47	1	1	1	0.757133054016199	-73.28391351541364	0.9999999999999999	134.97397178499654	C10H16N2O4	[M + H]+	DTSWLLBBGHRXQH	InChI=1S/C10H16N2O4/c1-5(2)8(10(15)16)12-9(14)6-3-4-7(13)11-6/h5-6,8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)	Pyroglutamylvaline	CC(C)C(C(=O)O)NC(=O)C1CCC(=O)N1	-0.100000001	152416;7408117;21405077;28191821;28191823;28191825;53778778;79011070;103803266;103803279;131841435	COCONUT:(CNP0139647);HMDB:(94651);Natural Products:(UNPD227998);PubChem:(152416 7408117 21405077 28191821 28191823 28191825 53778778 79011070 103803266 103803279 131841435);CHEBI:(132991 132993);ZINC bio:(ZINC04899453);additional;MeSH:(152416);Training Set;PubMed;Biocyc:(CPD-20363)	2680942	229.1173	60.835	1266_6_Brassimet_Leaves_PAXs_31_Pos_6035
48	1	1	1	0.7559938713591056	-302.8509931465569	0.9924623115577889	23.818894718050153	C15H15NO6	[M + H]+	SZNGBHWKVWEBKW	InChI=1S/C15H15NO6/c1-3-21-14(19)11(15(20)22-4-2)16-12(17)9-7-5-6-8-10(9)13(16)18/h5-8,11H,3-4H2,1-2H3	Ethyl phthalimidomalonate	CCOC(=O)C(C(=O)OCC)N1C(=O)C2=CC=CC=C2C1=O	1.70000005	79760;16211898;71309288;131864292	NORMAN:(NS00033583);PubChem class - safety and toxic;PubChem:(79760 16211898 71309288 131864292)	67371010	306.0967	267.538	1946_6_Brassimet_Leaves_PAXs_44_Pos_244
49	1	1	1	0.7534149767373367	-16.43481635899532	0.9999999999999999	49.885677698811726	C10H10N2O	[M + H]+	ZOAMBXDOGPRZLP	InChI=1S/C10H10N2O/c11-10(13)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H2,11,13)	bmse000696	C1=CC=C2C(=C1)C(=CN2)CC(=O)N	1.03276134	397;54590500;131668185	HMDB:(29739);ZINC bio:(ZINC00409269);additional;MeSH:(397);Plantcyc:(B-LARA-PEN-1:4 CPD-237);PubMed;NORMAN:(NS00039231);COCONUT:(CNP0131710);KNApSAcK:(108);Natural Products:(UNPD146572);PubChem:(397 54590500 131668185);YMDB Mine;CHEBI:(16031);PubChem class - bio and metabolites;KEGG:(C02693);Training Set;Biocyc:(CPD-237)	34379590014	175.0862	250.472	1502_6_Brassimet_Leaves_PAXs_36_Pos_1041
50	1	1	1	0.7490459844671769	-11.728963457880837	0.9954773869346732	57.32602849409729	C17H20N4O6	[M + H]+	AUNGANRZJHBGPY	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)	Hyflavin	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	-0.46567452	1072;6759;1561682;122171;193301;444658;493570;7048775;7048776;6328150;12304941;11057934;11057935;11068877;11111775;11783769;10429838;11474398;23422223;45480541;46782882;59733797;71752069;71310809;87300266;90764447;89260495;91412651;101215327;101215328;101215329;119057340;124011253;133687089	HMDB:(244);PubChem class - food;ZINC bio:(ZINC01532585 ZINC01769096 ZINC02036848 ZINC03650334 ZINC03831422 ZINC03831423 ZINC03831424 ZINC11565587);additional;HSDB:(83-88-5);MeSH:(122171 193301 493570);Plantcyc:(RIBOFLAVIN);PubMed;NORMAN:(NS00007684);COCONUT:(CNP0226191 CNP0287817);KNApSAcK:(1552);Natural Products:(UNPD100727 UNPD116686);PubChem:(1072 6759 1561682 122171 193301 444658 493570 7048775 7048776 6328150 12304941 11057934 11057935 11068877 11111775 11783769 10429838 11474398 23422223 45480541 46782882 59733797 71752069 71310809 87300266 90764447 89260495 91412651 101215327 101215328 101215329 119057340 124011253 133687089);CHEBI:(95299 57986 17015);PubChem class - bio and metabolites;KEGG:(C00255);PubChem class - safety and toxic;YMDB:(534);Training Set;PubChem class - drug;Biocyc:(CPD0-2579 CPD-17985 RIBOFLAVIN)	254798718	377.1463	237.128	322_6_Brassimet_Leaves_PAXs_14_Pos_3909
51	2	1	4	0.7486037981446952	-136.58114486273558	0.11708542713567839	72.75757697702922	C13H20N5O6P	[M + H]+	RXKNTIXKBRTJPE	InChI=1S/C13H20N5O6P/c1-14-11-8-12(16-5-15-11)18(6-17-8)13-9(19)10(22-2)7(24-13)4-23-25(3,20)21/h5-7,9-10,13,19H,4H2,1-3H3,(H,20,21)(H,14,15,16)	null	CNC1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(C)O)OC)O	-1.35710204	""	CHEBI:(74676)	32	374.1214	218.72	1381_6_Brassimet_Leaves_PAXs_34_Pos_690
52	2	1	2	0.7419104185285964	-109.9573269619236	0.1798994974874372	89.44461756040704	C11H21NO7	[M + H]+	OANCGDPJMNPBDV	InChI=1S/C11H21NO7/c1-5(2)7(10(16)17)12-4-11(18)9(15)8(14)6(3-13)19-11/h5-9,12-15,18H,3-4H2,1-2H3,(H,16,17)	null	CC(C)C(C(=O)O)NCC1(C(C(C(O1)CO)O)O)O	-3.4000001	102102398;131752247	COCONUT:(CNP0002754);HMDB:(37844);PubChem:(102102398 131752247);PubChem class - bio and metabolites	18874378	280.1392	46.999	1264_6_Brassimet_Leaves_PAXs_31_Pos_6032
53	1	1	1	0.7360448647762939	-10.26986473977666	0.9999999999999999	57.762879011124284	C10H18N2O5	[M + H]+	AQAKHZVPOOGUCK	InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-7(13)4-3-6(11)9(14)15/h5-6,8H,3-4,11H2,1-2H3,(H,12,13)(H,14,15)(H,16,17)	gamma-Glu-Val	CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N	-2.79999995	7015682;7015683;5317736;139475302	HMDB:(11172);SuperNatural:(SN00325724 SN00270178 SN00380857 SN00002982);ZINC bio:(ZINC02516115);additional;MeSH:(7015683);PubMed;COCONUT:(CNP0274174 CNP0282785);Natural Products:(UNPD54772 UNPD33825 UNPD147399);PubChem:(7015682 7015683 5317736 139475302);CHEBI:(68848 133642);PubChem class - bio and metabolites;Training Set	20504686	247.1289	77.81	1916_6_Brassimet_Leaves_PAXs_44_Pos_2410
54	1	1	2	0.7284950045303727	-256.3115655087069	0.034170854271356785	18.11517676315372	C23H43N2O7PS	[M - H]-	FGHDRYSBKZRLBR	InChI=1S/C23H42N2O7PS/c1-4-5-6-7-8-9-10-11-12-13-20(27)34-17-16-24-19(26)14-15-25-22(29)21(28)23(2,3)18-32-33(30)31/h21,28H,4-18H2,1-3H3,(H-2,24,25,26,29,30,31)/q-1/p+2	null	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)CO[P+](=O)O)O	4.4000001	129012140	PubChem:(129012140);PubChem class - bio and metabolites	16777218	521.2426	396.633	2489_6_Brassimet_Leaves_PAXs_6_Neg_929
55	1	1	1	0.7206348686677227	-3.133606598588595	0.9999999999999999	84.2227348640945	C9H11NO3	[M + H]+	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.267655462	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	182.0811	54.486	1084_6_Brassimet_Leaves_PAXs_29_Pos_544
56	1	1	1	0.7084241938219342	-78.93399177777322	0.9999999999999999	132.44930398958908	C10H16N2O3	[M + H]+	RWCOTTLHDJWHRS	InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)	Prolylproline	C1CC(NC1)C(=O)N2CCCC2C(=O)O	-2.29999995	263469;7408325;11622593;11902928;57309116;61158797;61172252;78923151;92245213;103868724;132526338	COCONUT:(CNP0189934);HMDB:(11180);PubChem:(263469 7408325 11622593 11902928 57309116 61158797 61172252 78923151 92245213 103868724 132526338);CHEBI:(73646);ZINC bio:(ZINC04899613 ZINC04974454 ZINC04974455 ZINC04974456);additional;PubChem class - bio and metabolites;MeSH:(263469 11622593);Training Set;PubMed;KEGG Mine	8609357934	213.1234	54.692	1293_6_Brassimet_Leaves_PAXs_32_Pos_6106
57	1	1	1	0.7038625651603215	-305.0719344818438	0.25075376884422107	28.67415061060412	C26H31NO12	[M + H]+	SUTMSCPKGVJNPG	InChI=1S/C26H31NO12/c1-35-16-6-4-14(12-17(16)36-2)5-7-19(29)27-11-10-26(9-8-15(28)18(13-26)37-3)39-25-22(32)20(30)21(31)23(38-25)24(33)34/h4-9,12-13,20-23,25,30-32H,10-11H2,1-3H3,(H,27,29)(H,33,34)	null	COC1=C(C=C(C=C1)C=CC(=O)NCCC2(C=CC(=O)C(=C2)OC)OC3C(C(C(C(O3)C(=O)O)O)O)O)OC	0.300000012	131839078	PubChem:(131839078);HMDB:(135501)	10	550.1916	537.738	130_6_Brassimet_Leaves_PAXs_10_Pos_3616
