rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
215	1	1	1	0.2687174803946839	-163.306315984805	0.9809045226130655	78.71888406426862	C20H30O11	[M + H]+	RHAUKLKHALHJDY	InChI=1S/C20H30O11/c1-9-13(21)15(23)17(25)19(30-9)29-8-12-14(22)16(24)18(26)20(31-12)28-7-10-3-5-11(27-2)6-4-10/h3-6,9,12-26H,7-8H2,1-2H3	null	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3=CC=C(C=C3)OC)O)O)O)O)O)O	-2.20000005	10789521	COCONUT:(CNP0295444);Natural Products:(UNPD169694);PubChem:(10789521);SuperNatural:(SN00323679)	3178498	447.186	377.632	220_1_Brassimet_Roots_Neg-POS_PAXs_12_p934
216	1	1	1	0.2678753545497505	-163.42969109891234	0.9999999999999999	81.26677064428858	C14H16N2O3	[M + H]+	HTXAKOWTTUTRIK	InChI=1S/C14H16N2O3/c1-9(17)15-6-5-11-8-16-14-4-3-12(7-13(11)14)19-10(2)18/h3-4,7-8,16H,5-6H2,1-2H3,(H,15,17)	5-Acetoxy-N-acetyltryptamine	CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC(=O)C	1.58738196	2735229	COCONUT:(CNP0269818);Natural Products:(UNPD141833);PubChem:(2735229);PubMed	2129986	261.1237	241.953	1016_1_Brassimet_Roots_Neg-POS_PAXs_6_p396
217	1	1	1	0.26731249604543805	-159.51368193114365	0.0	39.68806390489914	C20H17N3O2	[M + H]+	PLIACWIWRWIRLF	InChI=1S/C20H17N3O2/c1-14-8-10-16(11-9-14)22-20(25)17-6-2-3-7-18(17)23-19(24)15-5-4-12-21-13-15/h2-13H,1H3,(H,22,25)(H,23,24)	Oprea1_249412	CC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2NC(=O)C3=CN=CC=C3	3.53839517	761932	PubChem:(761932);PubMed;CHEBI:(106066)	98	332.1394	735.484	463_1_Brassimet_Roots_Neg-POS_PAXs_17_p2283
218	2	1	1	0.2672023426090758	-363.81190204986456	0.0542713567839196	111.80846736282129	C27H27NO11	[M + H]+	HTIJFSOGRVMCQR	InChI=1S/C27H27NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,29,33,35-36H,6-9,28H2,1-2H3	null	CC1C(=O)C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N	0.507996857	""	COCONUT:(CNP0300052);Natural Products:(UNPD56027);SuperNatural:(SN00312539);KEGG Mine	8593113088	542.1691	306.96	1167_1_Brassimet_Roots_Neg-POS_PAXs_9_p509
219	1	1	1	0.26692984313730567	-282.6832206337775	0.0	57.22040395223826	C29H34O15	[M + H]+	WIWNNFKELUVVPQ	InChI=1S/C29H34O15/c1-39-18-11-15(7-9-17(18)32)8-10-21(33)42-26-23(35)19(12-30)43-29(26,14-31)44-28-25(37)24(36)22(34)20(41-28)13-40-27(38)16-5-3-2-4-6-16/h2-11,19-20,22-26,28,30-32,34-37H,12-14H2,1H3	null	COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)COC(=O)C4=CC=CC=C4)O)O)O)CO)O)O	-0.5	10009064	COCONUT:(CNP0210792);Natural Products:(UNPD132168 UNPD164323);PubChem:(10009064);SuperNatural:(SN00236435)	3178498	623.1969	304.596	1163_1_Brassimet_Roots_Neg-POS_PAXs_9_p847
220	1	1	1	0.26633566578805096	-142.63110587695974	0.9999999999999999	84.79305431134992	C11H20N2O5S	[M + H]+	MTFUIXBAXHURMH	InChI=1S/C11H20N2O5S/c1-2-5-19-6-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h7-8H,2-6,12H2,1H3,(H,13,14)(H,15,16)(H,17,18)	2-amino-5-[(1-carboxy-2-propylsulfanylethyl)amino]-5-oxopentanoic acid	CCCSCC(C(=O)O)NC(=O)CCC(C(=O)O)N	-2.5999999	21201348;54090099;88222399	COCONUT:(CNP0150748);HMDB:(39096);Natural Products:(UNPD1934);PubChem:(21201348 54090099 88222399);SuperNatural:(SN00356471);PubChem class - bio and metabolites	19955722	293.1164	235.039	1007_1_Brassimet_Roots_Neg-POS_PAXs_6_p2509
221	1	1	1	0.26535918682494525	-339.6909733535259	0.9999999999999999	30.318456536399967	C16H21N5O3	[M + H]+	ZSQPDAOJXSYJNP	InChI=1S/C16H21N5O3/c1-9-7-14(22)24-13-8-10(4-5-11(9)13)21-15(23)12(17)3-2-6-20-16(18)19/h4-5,7-8,12H,2-3,6,17H2,1H3,(H,21,23)(H4,18,19,20)	Arg-4-hmec	CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C(CCCN=C(N)N)N	0.476110846	196428;3248796;7016098;92222324	PubChem:(196428 3248796 7016098 92222324);ZINC bio:(ZINC02522647);additional;MeSH:(196428);Training Set;PubMed	548934	332.1716	219.371	974_1_Brassimet_Roots_Neg-POS_PAXs_5_p2723
222	1	1	1	0.2651556852672981	-96.87911264856673	0.9999999999999999	152.80583103325546	C20H20O7	[M + H]+	FHYQIQMSODIFCP	InChI=1S/C20H20O7/c1-25-16-9-12(4-5-15(16)22)19-14(10-21)13-7-11(3-6-18(23)24)8-17(26-2)20(13)27-19/h3-9,14,19,21-22H,10H2,1-2H3,(H,23,24)	Glycosmisic Acid	COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)O)OC)C=CC(=O)O	2.0999999	14274765;38356803;38356808;38356809;38356814;38356815;38356822;72729358	COCONUT:(CNP0063945 CNP0102605);KNApSAcK:(39281);Natural Products:(UNPD43402 UNPD216129 UNPD204453 UNPD222976);PubChem:(14274765 38356803 38356808 38356809 38356814 38356815 38356822 72729358);SuperNatural:(SN00029450 SN00268861 SN00029447 SN00029449 SN00029448);CHEBI:(91209 132257 131932 132245 131937);ZINC bio:(ZINC31163554 ZINC31163558 ZINC31163562 ZINC31163567);PubChem class - bio and metabolites;MeSH:(38356815);PubMed;Biocyc:(CPD-18963 CPD-17077)	19966070	373.1286	310.627	1179_1_Brassimet_Roots_Neg-POS_PAXs_9_p2583
223	1	1	1	0.26502234484487713	-357.531681340446	0.9105527638190956	51.034648158834614	C12H18N5O7PS	[M + H]+	KSEHCVZYQVNMHL	InChI=1S/C12H18N5O7PS/c1-2-26-12-15-9(13)6-10(16-12)17(4-14-6)11-8(19)7(18)5(24-11)3-23-25(20,21)22/h4-5,7-8,11,18-19H,2-3H2,1H3,(H2,13,15,16)(H2,20,21,22)	Poly(2''-ethylthioadenylic acid)	CCSC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	-1.1423918	189761;57085903;57352982	MeSH:(189761);PubChem:(189761 57085903 57352982);PubMed	70	408.0698	405.457	269_1_Brassimet_Roots_Neg-POS_PAXs_13_p1926
224	1	1	1	0.26467588414143467	-86.20512757823194	0.9999999999999999	83.24065326611934	C20H20O7	[M + H]+	VBBXDTGECAKSAY	InChI=1S/C20H20O7/c1-25-17-8-11(3-5-15(17)21)7-13-14(10-27-20(13)24)19(23)12-4-6-16(22)18(9-12)26-2/h3-6,8-9,13-14,21-22H,7,10H2,1-2H3	(3R,4R)-4-(4-hydroxy-3-methoxybenzoyl)-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	COC1=C(C=CC(=C1)CC2C(COC2=O)C(=O)C3=CC(=C(C=C3)O)OC)O	2.4000001	11440181;57675545;102215670	COCONUT:(CNP0159909);Natural Products:(UNPD171587 UNPD187840);PubChem:(11440181 57675545 102215670);SuperNatural:(SN00251814 SN00251751)	3178498	373.1282	416.769	295_1_Brassimet_Roots_Neg-POS_PAXs_13_p1452
225	1	1	2	N/A	-392.4105151040171	0.9824120603015077	151.4631313212507	C15H20N2O6	[M + H]+	OIPSJKHEYTWZBQ	InChI=1S/C15H20N2O6/c1-15(2,3)23-14(19)16-12(13(18)22-4)9-10-5-7-11(8-6-10)17(20)21/h5-8,12H,9H2,1-4H3,(H,16,19)	N-Boc-4-nitro-L-phenylalanine Methyl Ester	CC(C)(C)OC(=O)NC(CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)OC	2.87857771	11558856;14054107;15515970	PubChem:(11558856 14054107 15515970);CHEBI:(48494)	34	325.1428	326.893	132_1_Brassimet_Roots_Neg-POS_PAXs_10_p1381
226	1	1	1	0.2630931604947833	-117.08609247155918	0.9999999999999999	42.73350608085663	C20H19N3O2	[M + H]+	WKBBEHQAENKQAP	InChI=1S/C20H19N3O2/c24-19(21-10-8-13-4-2-1-3-5-13)14-6-7-17-16(12-14)15-9-11-22-20(25)18(15)23-17/h1-7,12,23H,8-11H2,(H,21,24)(H,22,25)	1-oxo-N-phenethyl-2,3,4,9-tetrahydropyrido[3,4-b]indole-6-carboxamide	C1CNC(=O)C2=C1C3=C(N2)C=CC(=C3)C(=O)NCCC4=CC=CC=C4	2.9000001	3075523	PubChem:(3075523);PubChem class - safety and toxic	67108866	334.1552	783.322	487_1_Brassimet_Roots_Neg-POS_PAXs_17_p1172
227	1	1	1	0.2629611033050966	-84.93017662469902	0.9999999999999999	35.20103955841557	C6H11NO3	[M + H]+	DAMFVOCECLPLSI	InChI=1S/C6H11NO3/c8-5-1-2-7-3-4(5)6(9)10/h4-5,7-8H,1-3H2,(H,9,10)	4-Hydroxynipecotic acid	C1CNCC(C1O)C(=O)O	-2.9000001	172852;10261211;21125089;44270764;70303047;92849565	MeSH:(172852 10261211);PubChem:(172852 10261211 21125089 44270764 70303047 92849565);PubMed;KEGG Mine	8589934662	146.0808	104.983	476_1_Brassimet_Roots_Neg-POS_PAXs_17_p2324
228	1	1	1	0.26250254329023387	-28.283825431599247	0.9999999999999999	76.04129647065524	C10H8O2	[M + H]+	PSGQCCSGKGJLRL	InChI=1S/C10H8O2/c1-7-6-10(11)12-9-5-3-2-4-8(7)9/h2-6H,1H3	4-Methylcumarin	CC1=CC(=O)OC2=CC=CC=C12	2.3598578	11833;54563756;54563757;132499405	SuperNatural:(SN00118161);ZINC bio:(ZINC00300858);additional;PubMed;NORMAN:(NS00014399);COCONUT:(CNP0027289);PubChem:(11833 54563756 54563757 132499405);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;KEGG Mine	25857646658	161.0599	149.27	735_1_Brassimet_Roots_Neg-POS_PAXs_21_p1087
229	1	1	2	0.2618864601422318	-11.74672925395885	0.3477386934673367	20.851504030154643	C15H21NO10S2	[M - H]-	GAPDDBFHNYHZIS	InChI=1S/C15H21NO10S2/c17-7-10-12(19)13(20)14(21)15(25-10)27-11(16-26-28(22,23)24)6-9(18)8-4-2-1-3-5-8/h1-5,9-10,12-15,17-21H,6-7H2,(H,22,23,24)	Glucobarbarin	C1=CC=C(C=C1)C(CC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O)O	-1.0	12897776;46173883;92024313;90470054;102124333;102510811;124928621;131851254;138756721	COCONUT:(CNP0043280 CNP0122395);HMDB:(37205);Natural Products:(UNPD157830 UNPD25522 UNPD37074 UNPD62141 UNPD222219 UNPD191047 UNPD208424 UNPD220061 UNPD211632 UNPD215747 UNPD220062);PubChem:(12897776 46173883 92024313 90470054 102124333 102510811 124928621 131851254 138756721);SuperNatural:(SN00295878 SN00403664 SN00371547);CHEBI:(81001);additional;PubChem class - bio and metabolites;KEGG:(C17274);Training Set	20496682	438.0534	101.189	911_1_Brassimet_Roots_Neg-POS_PAXs_4_n302
230	1	1	2	0.261841238416266	-158.21331666392092	0.9241206030150755	27.07996414897876	C23H26O2	[M - H]-	XNUUKIGJJGYUMA	InChI=1S/C23H26O2/c24-21-11-7-17(8-12-21)23(18-9-13-22(25)14-10-18)20-6-5-16-3-1-2-4-19(16)15-20/h7-16,19,23-25H,1-6H2	null	C1CCC2C=C(CCC2C1)C(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O	6.0999999	118988409	PubChem:(118988409);PubChem class - bio and metabolites	16777218	333.192	210.029	29_1_Brassimet_Roots_Neg-POS_PAXs_0_n235
231	1	1	1	0.2606993169184575	-41.15999782283896	0.0	54.38546196828908	C11H19N3O6S2	[M - H]-	JNHSMKPVSPHKIJ	InChI=1S/C11H19N3O6S2/c1-21-22-5-7(10(18)13-4-9(16)17)14-8(15)3-2-6(12)11(19)20/h6-7H,2-5,12H2,1H3,(H,13,18)(H,14,15)(H,16,17)(H,19,20)	null	CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	-4.0999999	46186617;75166533;134692112	PubChem:(46186617 75166533 134692112);CHEBI:(141468)	34	352.0644	113.401	916_1_Brassimet_Roots_Neg-POS_PAXs_4_n184
232	2	1	1	0.26032298036044216	-31.01796432977866	0.9999999999999999	34.87712363432631	C9H7NO	[M + H]+	LISFMEBWQUVKPJ	InChI=1S/C9H7NO/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)	quinolone	C1=CC=C2C(=C1)C=CC(=O)N2	1.5669769	6038;21917521;88044581;101283915	ZINC bio:(ZINC08579298);additional;MeSH:(6038);PubMed;NORMAN:(NS00034131);COCONUT:(CNP0325103);KNApSAcK:(44432);Natural Products:(UNPD87681);PubChem:(6038 21917521 88044581 101283915);CHEBI:(18289 16365);PubChem class - bio and metabolites;KEGG:(C06338 C06415);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(QUINOLIN-21H-ONE QUINOLIN-2-OL)	120383862	146.0603	196.593	818_1_Brassimet_Roots_Neg-POS_PAXs_23_p1050
233	1	1	1	0.2599910324937034	-538.9745566487145	0.0	63.476134699667405	C27H33N3O8S	[M + H]+	DOMDQVZWNTWBJH	InChI=1S/C27H33N3O8S/c1-15(31)29-20-7-5-16-11-23(36-2)26(37-3)27(38-4)25(16)18-6-8-21(22(32)12-19(18)20)28-13-24(33)30-17-9-10-39(34,35)14-17/h6,8,11-12,17,20H,5,7,9-10,13-14H2,1-4H3,(H,28,32)(H,29,31)(H,30,33)	null	CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCC(=O)NC4CCS(=O)(=O)C4)OC)OC)OC	1.06708157	121541182;125122121;125122122;133542533	PubChem:(121541182 125122121 125122122 133542533);COCONUT:(CNP0410249)	2097154	560.2063	866.63	510_1_Brassimet_Roots_Neg-POS_PAXs_18_p1228
234	1	1	1	0.2589148958344531	-31.99515340869789	0.9999999999999999	86.26690419744395	C10H8O2	[M + H]+	FXFYOPQLGGEACP	InChI=1S/C10H8O2/c1-7-2-4-9-8(6-7)3-5-10(11)12-9/h2-6H,1H3	Pralina	CC1=CC2=C(C=C1)OC(=O)C=C2	2.49489331	7092	HMDB:(32394);PubChem class - food;SuperNatural:(SN00000601);ZINC bio:(ZINC00057740);additional;HSDB:(92-48-8);MeSH:(7092);PubMed;NORMAN:(NS00001395);COCONUT:(CNP0321280);Natural Products:(UNPD82533);PubChem:(7092);CHEBI:(563586);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;KEGG Mine	25991881326	161.0602	192.195	807_1_Brassimet_Roots_Neg-POS_PAXs_23_p2083
235	1	1	2	N/A	-199.81575483101568	0.8537688442211057	83.44316750213443	C18H24O6	[M + Na]+	QQRAASDQOIKUHO	InChI=1S/C18H24O6/c1-10(2)17(19)22-9-15-16(23-15)12-6-7-13(14(8-12)21-5)24-18(20)11(3)4/h6-8,10-11,15-16H,9H2,1-5H3	null	CC(C)C(=O)OCC1C(O1)C2=CC(=C(C=C2)OC(=O)C(C)C)OC	3.0999999	9974268;10314944;85080007	COCONUT:(CNP0305020);KNApSAcK:(45150);Natural Products:(UNPD61892);PubChem:(9974268 10314944 85080007)	2129938	359.1488	312.581	100_1_Brassimet_Roots_Neg-POS_PAXs_10_p1373
236	1	1	2	N/A	-379.2842740424165	0.0	38.89689147272396	C17H18N6O5	[M + H]+	XFRGIIFPTJUSFX	InChI=1S/C17H18N6O5/c18-9-4-2-1-3-8(9)17(26)28-13-10(5-24)27-16(12(13)25)23-7-22-11-14(19)20-6-21-15(11)23/h1-4,6-7,10,12-13,16,24-25H,5,18H2,(H2,19,20,21)	null	C1=CC=C(C(=C1)C(=O)OC2C(OC(C2O)N3C=NC4=C(N=CN=C43)N)CO)N	-0.522718132	54467117	MeSH:(54467117);PubChem:(54467117);PubMed	70	387.1426	409.821	278_1_Brassimet_Roots_Neg-POS_PAXs_13_p1317
237	1	1	1	0.2580622154828284	-226.52622019547135	0.9999999999999999	59.59346623447658	C21H27NO4	[M + H]+	FSROKYVOELAUIU	InChI=1S/C21H27NO4/c1-6-24-17-12-16(13-18(25-7-2)20(17)26-8-3)21(23)22-19-14(4)10-9-11-15(19)5/h9-13H,6-8H2,1-5H3,(H,22,23)	Oprea1_309489	CCOC1=CC(=CC(=C1OCC)OCC)C(=O)NC2=C(C=CC=C2C)C	4.5	1116270	COCONUT:(CNP0018131);Training Set;PubChem:(1116270)	2113538	358.2016	966.973	538_1_Brassimet_Roots_Neg-POS_PAXs_18_p1221
238	1	1	1	0.2577942266885504	-98.82649439420432	0.9974874371859296	147.08440906854187	C16H28O4	[M + Na]+	AMYWVAAMWXSUTL	InChI=1S/C16H28O4/c1-5-12(4)14(17)9-7-8-11(3)10-15(18)13(6-2)16(19)20/h7-8,11-13,15,18H,5-6,9-10H2,1-4H3,(H,19,20)	null	CCC(C)C(=O)CC=CC(C)CC(C(CC)C(=O)O)O	2.70000005	91972254;91972255	PubChem:(91972254 91972255);CHEBI:(88037)	34	307.1903	926.928	532_1_Brassimet_Roots_Neg-POS_PAXs_18_p778
239	1	1	2	N/A	-541.7240227257497	0.8859296482412061	78.46207513298896	C14H22N2O6S2	[M + H]+	ZOUXJRNHOXALNV	InChI=1S/C14H22N2O6S2/c17-9-11-14(18)13(16-3-5-21-6-4-16)10(22-11)8-15-24(19,20)12-2-1-7-23-12/h1-2,7,10-11,13-15,17-18H,3-6,8-9H2	null	C1COCCN1C2C(OC(C2O)CO)CNS(=O)(=O)C3=CC=CS3	-0.400000006	28961313	COCONUT:(CNP0174896);PubChem:(28961313);SuperNatural:(SN00025231);ZINC bio:(ZINC20464788)	3153922	379.1002	276.99	1095_1_Brassimet_Roots_Neg-POS_PAXs_8_p595
240	1	1	2	0.25580276283205017	-323.2732260125125	0.3160804020100503	38.53168789480324	C19H18N6O4S	[M - H]-	FLXVLYWRPYHUMS	InChI=1S/C19H18N6O4S/c1-11-8-15(24-29-11)20-17(26)10-30-18-7-6-16-21-22-19(25(16)23-18)12-4-5-13(27-2)14(9-12)28-3/h4-9H,10H2,1-3H3,(H,20,24,26)	2-((3-(3,4-dimethoxyphenyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl)thio)-N-(5-methylisoxazol-3-yl)acetamide	CC1=CC(=NO1)NC(=O)CSC2=NN3C(=NN=C3C4=CC(=C(C=C4)OC)OC)C=C2	2.29999995	16187616	PubChem:(16187616);PubMed;CHEBI:(116468)	98	425.1029	427.635	836_1_Brassimet_Roots_Neg-POS_PAXs_3_n1046
241	1	1	1	0.2557077250441016	-33.419352125760525	0.9999999999999999	202.22625755918057	C18H28O3	[M + H]+	ACHDMUPTZYZIGR	InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)	9-Oxo-10,12,15-odta	CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O	4.5999999	3017510;6365597;11380794	COCONUT:(CNP0256961);Natural Products:(UNPD131773);PubChem:(3017510 6365597 11380794);CHEBI:(142251);additional;MeSH:(6365597);Training Set;PubMed;KEGG Mine	8592605286	293.2112	681.264	437_1_Brassimet_Roots_Neg-POS_PAXs_16_p127
242	1	1	3	N/A	-141.65761524399204	0.6658291457286434	29.894221359254026	C19H20O9	[M + H]+	GSOBLLOKFLTRQA	InChI=1S/C19H20O9/c20-11-6-7-13(12(21)8-11)27-19-17(24)16(23)15(22)14(28-19)9-26-18(25)10-4-2-1-3-5-10/h1-8,14-17,19-24H,9H2	null	C1=CC=C(C=C1)C(=O)OCC2C(C(C(C(O2)OC3=C(C=C(C=C3)O)O)O)O)O	0.699999988	10691897;10739244	COCONUT:(CNP0192882);Natural Products:(UNPD160041 UNPD115247);PubChem:(10691897 10739244);SuperNatural:(SN00279268 SN00315456)	3178498	393.1155	325.083	128_1_Brassimet_Roots_Neg-POS_PAXs_10_p500
243	1	1	1	0.2543376467716914	-32.04795981110601	0.9999999999999999	28.02857938394063	C9H8O	[M + H]+	CATOVPRCMWIZLR	InChI=1S/C9H8O/c1-2-8-4-3-5-9(6-8)7-10/h2-7H,1H2	3-Vinylbenzaldehyde	C=CC1=CC(=CC=C1)C=O	2.19511032	39390	PubChem class - safety and toxic;PubChem:(39390);PubMed	67108930	133.0643	284.443	1112_1_Brassimet_Roots_Neg-POS_PAXs_8_p1861
244	7	1	1	0.25405059262893737	-291.2903522022451	0.006030150753768846	89.7664799090456	C20H27N8O8P	[M + K]+	CQDRRXOHVXUBJS	InChI=1S/C20H27N8O8P/c1-6-34-37(33,35-9-7-27-11-21-15-13(27)17(29)25(4)19(31)23(15)2)36-10-8-28-12-22-16-14(28)18(30)26(5)20(32)24(16)3/h11-12H,6-10H2,1-5H3	bis[2-(1,3-dimethyl-2,6-dioxopurin-7-yl)ethyl] ethyl phosphate	CCOP(=O)(OCCN1C=NC2=C1C(=O)N(C(=O)N2C)C)OCCN3C=NC4=C3C(=O)N(C(=O)N4C)C	-1.60000002	3052903	PubChem:(3052903);PubChem class - safety and toxic	67108866	577.1352	348.879	176_1_Brassimet_Roots_Neg-POS_PAXs_11_p858
245	1	1	1	0.25393894089357544	-183.2472066345258	0.9984924623115576	34.13702001242981	C17H33NO11S3	[M + H]+	RVWLTFGJPNHVOT	InChI=1S/C17H33NO11S3/c1-31(23,24)10-8-6-4-2-3-5-7-9-13(18-29-32(25,26)27)30-17-16(22)15(21)14(20)12(11-19)28-17/h12,14-17,19-22H,2-11H2,1H3,(H,25,26,27)	null	CS(=O)(=O)CCCCCCCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O	0.699999988	101705406;102576896	COCONUT:(CNP0244517);Natural Products:(UNPD16122);PubChem:(101705406 102576896);SuperNatural:(SN00392040)	3178498	524.1277	215.708	956_1_Brassimet_Roots_Neg-POS_PAXs_5_p2401
246	1	1	1	0.2538779641469924	-242.81972425771832	0.9999999999999999	71.88608290329758	C11H12N2O2S	[M + H]+	WCPYYANHAHKFBP	InChI=1S/C11H12N2O2S/c1-2-15-9-5-3-8(4-6-9)13-10(14)7-12-11(13)16/h3-6H,2,7H2,1H3,(H,12,16)	3-(p-Ethoxyphenyl)-2-thiohydantoin	CCOC1=CC=C(C=C1)N2C(=O)CNC2=S	1.83573639	704671	PubChem class - safety and toxic;PubChem:(704671);PubMed	67108930	237.0695	235.8	1009_1_Brassimet_Roots_Neg-POS_PAXs_6_p14
247	1	1	2	0.2538105926802377	-162.0802393186128	0.9020100502512564	37.533768268839275	C10H12N6O4	[M + H]+	BLMHAOGGJQDPLX	InChI=1S/C10H12N6O4/c11-7-3-9(14-1-13-7)16(2-15-3)10-5(18)4(17)6(20-10)8(12)19/h1-2,4-6,10,17-18H,(H2,12,19)(H2,11,13,14)	Adenosine 5''-carboxamide	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)C(=O)N)O)O)N	-2.39683533	97692;286482;25244925;92252779;92252780;92252781;92252782	PubChem:(97692 286482 25244925 92252779 92252780 92252781 92252782);PubChem class - bio and metabolites;MeSH:(97692);PubChem class - safety and toxic;Plantcyc:(ADENOSINE-5-CARBOXAMIDE);PubMed;Biocyc:(ADENOSINE-5-CARBOXAMIDE);KEGG Mine	8673953862	281.0996	202.043	832_1_Brassimet_Roots_Neg-POS_PAXs_23_p582
248	1	1	1	0.2537851384504037	-181.0718466466124	0.9999999999999999	159.4682070495264	C13H23NO2	[M + H]+	ICQDSEWZOQKQSL	InChI=1S/C13H23NO2/c1-3-12(15)8-10-6-5-7-11(14-10)9-13(16)4-2/h10-11,14H,3-9H2,1-2H3	1-[6-(2-oxobutyl)piperidin-2-yl]butan-2-one	CCC(=O)CC1CCCC(N1)CC(=O)CC	1.0	420416;92163414;92163415;92163416	COCONUT:(CNP0197978);Natural Products:(UNPD134632);PubChem:(420416 92163414 92163415 92163416);SuperNatural:(SN00375825)	3178498	226.1802	701.39	448_1_Brassimet_Roots_Neg-POS_PAXs_17_p464
249	1	1	4	N/A	-457.7673642398259	0.8969849246231159	41.15346242986706	C26H26N2O8	[M + H]+	GRRUAMMOMBOHES	InChI=1S/C26H26N2O8/c1-15-12-21(29)24(32)25(36-15)20(16-6-10-19(34-2)11-7-16)13-22(30)27-14-23(31)28-18-8-4-17(5-9-18)26(33)35-3/h4-12,20,32H,13-14H2,1-3H3,(H,27,30)(H,28,31)	null	CC1=CC(=O)C(=C(O1)C(CC(=O)NCC(=O)NC2=CC=C(C=C2)C(=O)OC)C3=CC=C(C=C3)OC)O	2.0999999	135640670	PubChem:(135640670);COCONUT:(CNP0172016)	2097154	495.1763	945.247	534_1_Brassimet_Roots_Neg-POS_PAXs_18_p2700
250	1	1	3	N/A	-1018.3939042265911	0.3653266331658292	41.26015358092219	C22H28N6O9	[M - H]-	WSNSZZGIMVHDHF	InChI=1S/C22H28N6O9/c23-12(6-17(24)30)19(33)26-14(5-10-8-25-13-4-2-1-3-11(10)13)20(34)27-15(7-18(31)32)21(35)28-16(9-29)22(36)37/h1-4,8,12,14-16,25,29H,5-7,9,23H2,(H2,24,30)(H,26,33)(H,27,34)(H,28,35)(H,31,32)(H,36,37)	L-asparaginyl-L-tryptophyl-L-alpha-aspartyl-L-serine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)O)NC(=O)C(CC(=O)N)N	-3.1809237	22658933;71464617	PubChem:(22658933 71464617);CHEBI:(73414)	34	519.1876	312.512	597_1_Brassimet_Roots_Neg-POS_PAXs_2_n35
